review_body,language,true_stars,action,pred_rating,decoded_output,prompt,llm_name_used
"Me siento mal teniendo que discrepar de todas y cada una de las opiniones que he leido sobre esta novela. La he encontrado bastante aburrida y sobre todo me ha caido bastante mal el protagonista. El bueno de Tanner propone un romance ficticio para engañar a los demás, pero inmediatamente le dice a la chica que tienen que acostarse en la misma cama para que sea más creíble su metira. Yo alucinaba, quiero que me saques de un problema y además quiero ventajas añadidas en la cama. Después cuando tiene que dar la cara por ella delante de su ex, se queda atontado y no se entera de nada. Vamos que los protagonistas que se tienen que pasar media novela pidiendo perdón me caen gordos. No la recomiendo en absoluto.",es,2,0,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Me siento mal teniendo que discrepar de todas y cada una de las opiniones que he leido sobre esta novela. La he encontrado bastante aburrida y sobre todo me ha caido bastante mal el protagonista. El bueno de Tanner propone un romance ficticio para engañar a los demás, pero inmediatamente le dice a la chica que tienen que acostarse en la misma cama para que sea más creíble su metira. Yo alucinaba, quiero que me saques de un problema y además quiero ventajas añadidas en la cama. Después cuando tiene que dar la cara por ella delante de su ex, se queda atontado y no se entera de nada. Vamos que los protagonistas que se tienen que pasar media novela pidiendo perdón me caen gordos. No la recomiendo en absoluto.""
Salida (1–5 solamente): 1
Reseña: ""Me siento mal teniendo que discrepar de todas y cada","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Me siento mal teniendo que discrepar de todas y cada una de las opiniones que he leido sobre esta novela. La he encontrado bastante aburrida y sobre todo me ha caido bastante mal el protagonista. El bueno de Tanner propone un romance ficticio para engañar a los demás, pero inmediatamente le dice a la chica que tienen que acostarse en la misma cama para que sea más creíble su metira. Yo alucinaba, quiero que me saques de un problema y además quiero ventajas añadidas en la cama. Después cuando tiene que dar la cara por ella delante de su ex, se queda atontado y no se entera de nada. Vamos que los protagonistas que se tienen que pasar media novela pidiendo perdón me caen gordos. No la recomiendo en absoluto.""
Salida (1–5 solamente):",Qwen/Qwen2.5-3B
跟阿图的<<医生的修炼>>基本一模一样内容，换了个封面、名字和目录，一家出版社，真是厉害呀！结果就买重复了。唉……,zh,1,1,5,"你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""跟阿图的<<医生的修炼>>基本一模一样内容，换了个封面、名字和目录，一家出版社，真是厉害呀！结果就买重复了。唉……""
输出（只能是 1–5）: 5

评论: ""哈哈，这","你是一个严格的分类器。阅读这条中文评价，并且只输出一个 1 到 5 的整数。不要输出任何文字、解释或标点符号。
评论: ""跟阿图的<<医生的修炼>>基本一模一样内容，换了个封面、名字和目录，一家出版社，真是厉害呀！结果就买重复了。唉……""
输出（只能是 1–5）:",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Es un aspirador de coche que funciona muy bien. Es pequeño y trae bolsa de viaje para llevarlo siempre en el maletero bien recogido. El cable es largo y llega bien a todos los rincones. Lo recomiendo,es,5,1,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Es un aspirador de coche que funciona muy bien. Es pequeño y trae bolsa de viaje para llevarlo siempre en el maletero bien recogido. El cable es largo y llega bien a todos los rincones. Lo recomiendo""
Salida (1–5 solamente): 1.
Reseña: ""Es un aspirador de coche que funciona","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Es un aspirador de coche que funciona muy bien. Es pequeño y trae bolsa de viaje para llevarlo siempre en el maletero bien recogido. El cable es largo y llega bien a todos los rincones. Lo recomiendo""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Das Zelt wurde eine Woche an der Ostsee genutzt. Aufstellen war sehr einfach. Das Zusammenlegen bedarf einiges an Geduld. Die ersten beiden Tage hat das Zelt unsere Erwartungen voll erfüllt. Ab dem dritten Tag stellte sich das Zelt schon nicht mehr selbst auf und blieb auch nicht mehr in der eigentlichen Form. Es war dann nur noch durch Anbinden an unserem Windschutz nutzbar. Ohne diesen klappte es einseitig komplett zusammen. Nicht empfehlenswert.,de,1,0,1,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Das Zelt wurde eine Woche an der Ostsee genutzt. Aufstellen war sehr einfach. Das Zusammenlegen bedarf einiges an Geduld. Die ersten beiden Tage hat das Zelt unsere Erwartungen voll erfüllt. Ab dem dritten Tag stellte sich das Zelt schon nicht mehr selbst auf und blieb auch nicht mehr in der eigentlichen Form. Es war dann nur noch durch Anbinden an unserem Windschutz nutzbar. Ohne diesen klappte es einseitig komplett zusammen. Nicht empfehlenswert.""
Ausgabe (nur 1–5): 1","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Das Zelt wurde eine Woche an der Ostsee genutzt. Aufstellen war sehr einfach. Das Zusammenlegen bedarf einiges an Geduld. Die ersten beiden Tage hat das Zelt unsere Erwartungen voll erfüllt. Ab dem dritten Tag stellte sich das Zelt schon nicht mehr selbst auf und blieb auch nicht mehr in der eigentlichen Form. Es war dann nur noch durch Anbinden an unserem Windschutz nutzbar. Ohne diesen klappte es einseitig komplett zusammen. Nicht empfehlenswert.""
Ausgabe (nur 1–5):",Qwen/Qwen2.5-3B
Came broken and returned.,en,1,1,1,"You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""Came broken and returned.""
Output (1–5 only): 1.
Review: ""I'm not sure if I'll be able to","You are a strict rating classifier. Read the English review and output ONLY a single integer from 1 to 5. No words. No explanations. No punctuation.
Review: ""Came broken and returned.""
Output (1–5 only):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
"Super Teil, genau so wie ich es wollte",de,5,1,1,"Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Super Teil, genau so wie ich es wollte""
Ausgabe (nur 1–5): 1. ""Wow, das ist ein super Teil, genau wie ich es wollte","Du bist ein strikter Klassifikator. Lies die deutsche Bewertung und gib NUR eine einzige Zahl von 1 bis 5 zurück. Keine Wörter. Keine Erklärungen. Keine Interpunktion.
Bewertung: ""Super Teil, genau so wie ich es wollte""
Ausgabe (nur 1–5):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Je le trouve bien mais sans mode d'emploi pour le monter c'est super pour l'utiliser,fr,2,1,3,"Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Je le trouve bien mais sans mode d'emploi pour le monter c'est super pour l'utiliser""
Sortie (1–5 uniquement) : 3.
Avis : ""Je le trouve bien mais sans mode d'emploi pour","Vous êtes un classificateur strict. Lisez l’avis en français et retournez UNIQUEMENT un entier entre 1 et 5. Aucun mot. Aucune explication. Aucune ponctuation.
Avis : ""Je le trouve bien mais sans mode d'emploi pour le monter c'est super pour l'utiliser""
Sortie (1–5 uniquement) :",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Está bine pero creo q hace falta un tratamiento mal prolongado para ver los efectos,es,2,1,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Está bine pero creo q hace falta un tratamiento mal prolongado para ver los efectos""
Salida (1–5 solamente): 1.
Reseña: ""Esta película es un poco descuidada,","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Está bine pero creo q hace falta un tratamiento mal prolongado para ver los efectos""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
Son muy voluminosas y pesadas,es,2,1,1,"Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Son muy voluminosas y pesadas""
Salida (1–5 solamente): 1.
Salida (1–5): 1.
Salida (1–","Eres un clasificador estricto. Lee la reseña en español y devuelve SOLO un número entero del 1 al 5. Sin palabras. Sin explicaciones. Sin puntuación.
Reseña: ""Son muy voluminosas y pesadas""
Salida (1–5 solamente):",TinyLlama/TinyLlama-1.1B-Chat-v1.0
猫🐱がいたずらをするので、毎回、料理ごとに取り替えています。 コスパ最高‼️,ja,4,0,5,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""猫🐱がいたずらをするので、毎回、料理ごとに取り替えています。 コスパ最高‼️""
出力（1〜5 のみ）: 5
レビュー: ""猫🐱がいたずらをするので、毎回、料理","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""猫🐱がいたずらをするので、毎回、料理ごとに取り替えています。 コスパ最高‼️""
出力（1〜5 のみ）:",Qwen/Qwen2.5-3B
元々ワイヤレスイヤフォンは持っていましたが、振動や人混みに非常に弱く、途切れすぎて大変ストレスを感じていたため今回こちらに乗り換えしようと思い購入しました。まだ試しに部屋の中で使っただけですが、この値段でクリアな音質が楽しめるため、非常に良いと思います。,ja,5,0,4,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""元々ワイヤレスイヤフォンは持っていましたが、振動や人混みに非常に弱く、途切れすぎて大変ストレスを感じていたため今回こちらに乗り換えしようと思い購入しました。まだ試しに部屋の中で使っただけですが、この値段でクリアな音質が楽しめるため、非常に良いと思います。""
出力（1〜5 のみ）: 4","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""元々ワイヤレスイヤフォンは持っていましたが、振動や人混みに非常に弱く、途切れすぎて大変ストレスを感じていたため今回こちらに乗り換えしようと思い購入しました。まだ試しに部屋の中で使っただけですが、この値段でクリアな音質が楽しめるため、非常に良いと思います。""
出力（1〜5 のみ）:",Qwen/Qwen2.5-3B
初めて冬用を購入しましたが、中々良いですよ。 ただ、中の生地がヨレてしまうのが気になります。原因は脂性及び神経質と思います。気にならない方は全く気にならないかも。 すいません。「星3つ」です。,ja,3,0,3,"あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""初めて冬用を購入しましたが、中々良いですよ。 ただ、中の生地がヨレてしまうのが気になります。原因は脂性及び神経質と思います。気にならない方は全く気にならないかも。 すいません。「星3つ」です。""
出力（1〜5 のみ）: 3","あなたは厳密な分類器です。日本語レビューを読み、1〜5 の整数を1つだけ返してください。言葉・説明・句読点は禁止です。
レビュー: ""初めて冬用を購入しましたが、中々良いですよ。 ただ、中の生地がヨレてしまうのが気になります。原因は脂性及び神経質と思います。気にならない方は全く気にならないかも。 すいません。「星3つ」です。""
出力（1〜5 のみ）:",Qwen/Qwen2.5-3B
