text,label,lang,id
CEO turnover at record high; successors following long serving CEOs struggling according to PwC’s Strategy& Global Study,Business & Management,English,Global-14065
Cinema,Industry,English,Italy-4923
Traditional TV and home video,Industry,English,Italy-4933
Pharmaceuticals and Health publications,Industry,English,Greece-10987
Deal summary Test World / Rutland Partners,Finance,English,Finland-3591
Worldwide Tax Summaries - Corporate Taxes 2015/16,Tax & Accounting,English,Spain-1726
Innovation & Creative Thinking - Online Course,Business & Management,English,Greece-9958
Advanced Analytics,Technology,English,Turkey-5259
Entertainment & Media Outlook in Italy 2020-2024,Industry,English,Italy-4939
Insurance 2020: Unleashing the value from values,Finance,English,Turkey-5767
Audit,Tax & Accounting,English,Spain-203
"Tax and Legal News, October 2020",Tax & Accounting,English,Finland-3221
Beyond COVID-19: Five key strategic priorities for a post-crisis world,Business & Management,English,Turkey-5766
Valuation Services,Finance,English,Turkey-5206
Low Carbon Economy Index 2016,Business & Management,English,Spain-1799
"IFRS news, November 2018",Tax & Accounting,English,Greece-10758
PwC's 22nd CEO Survey - Greek report,Business & Management,English,Greece-10962
The sweet smell of success: Innovation and internationalisation in France: Global Family Business Survey 2016: PwC,Business & Management,English,Greece-11096
ALM Intelligence rates PwC a global leader in HR Operations Consulting,Business & Management,English,Global-13715
CEO pessimism over global growth reaches record high,Business & Management,English,Global-14118
"Tax and Legal News, November 2020",Tax & Accounting,English,Finland-3220
US GAAP: Issues and solutions for the pharmaceutical and life sciences industries,Industry,English,Turkey-5719
Legal Flash: New rules for the lawful processing of personal data,Government & Controls,English,Greece-10770
Survey of family business succession strategies,Business & Management,English,Greece-11166
Generational transfer,Business & Management,English,Finland-3305
New world. New skills.,Business & Management,English,Italy-5093
Blockchain a catalyst for new approaches in insurance,Technology,English,Turkey-5764
International Taxation,Tax & Accounting,English,Israel-4129
Data consumption,Technology,English,Italy-4905
Tax Flash: New tax bill,Tax & Accounting,English,Greece-10837
Top Trends 00 - IBOR Transition,Finance,English,Italy-4800
Tax accounting,Tax & Accounting,English,Finland-3297
"CEOs believe UK is entering an ""era of confidence"" despite lingering Brexit",Business & Management,English,Global-14014
Andrea | HR Manager,Business & Management,English,Italy-4997
Cybersecurity and privacy,Technology,English,Spain-2739
Information technology risk services,Technology,English,Turkey-5468
IFRS 17 In depth A look at current financial reporting issues,Tax & Accounting,English,Turkey-5338
Why AI and robotics will define New Health,Technology,English,Turkey-5757
Global Consumer Insights Survey 2019,Industry,English,Turkey-5748
SDG Challenge 2019,Business & Management,English,Italy-4979
Global Consumer Insights Survey 2019,Industry,English,Spain-1978
Global economic crime rates remain high as customer fraud continues to rise,Government & Controls,English,Global-14137
Empowering women: The key to achieving positive change,Business & Management,English,Greece-11176
Global Supply Chain Survey 2013,Industry,English,Finland-3425
Infrastructure in Greece 2017,Government & Controls,English,Greece-10969
"Demand Driven Material Requirements Planning (or ""MRP"")",Industry,English,Italy-4591
Digital transformation in customer and operations,Technology,English,Greece-10454
Financial Services Technology 2020 and Beyond: Embracing disruption,Technology,English,Greece-10932
Global Digital Operations Survey 2018,Technology,English,Finland-3447
Basel IV contact form,Finance,English,Turkey-5327
Paying Taxes 2016,Tax & Accounting,English,Greece-11045
Strategy execution and business transformation,Business & Management,English,Turkey-5315
Cyber risk considerations and impacts,Technology,English,Greece-10407
PwC's 21st CEO Survey: key findings from the healthcare industry,Industry,English,Turkey-5953
Deal summary Helen Oy / Infratek Finland Oy,Finance,English,Finland-3057
PwC rated as a leader in robotic process automation (RPA) service providers in health industries report by independent research firm,Technology,English,Global-13901
Healthcare,Industry,English,Turkey-5753
Internal audit strategic planning: Making internal audit’s vision a reality during a rapid transformation,Tax & Accounting,English,Greece-10913
Functional focus aids worldwide manufacturing supply chain planning business process outsourcing and IT integration,Industry,English,Global-13725
Mergers & Acquisitions Tax Services,Finance,English,Turkey-5500
Deal summary Santa Monica Networks / Elisa Oyj and Livonia Partners,Finance,English,Finland-3585
Strategic Decision Support,Business & Management,English,Turkey-5273
Leaders need to take responsibility for — and action on — responsible AI practices,Technology,English,Global-14102
Global wage projections to 2030,Government & Controls,English,Finland-3426
Realising value from private equity portfolio,Finance,English,Turkey-5732
"Tax and Legal news, April 2020",Tax & Accounting,English,Finland-3212
Banking and Capital Markets,Finance,English,Turkey-5922
AML Transaction Monitoring Overview: Types of crimes being targeted and detected,Government & Controls,English,Poland-369
Tax Flash: New Investment Incentive Law,Tax & Accounting,English,Greece-10891
Deal summary Pohjolan Werkonrakennus Oy / Infratek,Finance,English,Finland-3075
Internet advertising,Industry,English,Italy-4926
Greek real estate taxation: a brief summary,Industry,English,Greece-10964
"New products, new thinking: The power of innovation",Business & Management,English,Greece-11178
"Improving operational efficiency, quality and managing risk is at the front of clients minds",Business & Management,English,Global-13684
PwC publishes annual Worldwide Tax Summaries - Corporate Taxes 2017/18,Tax & Accounting,English,Global-13981
Tax Flash: Ministerial Circular 1142 - 2/7/2015,Tax & Accounting,English,Greece-10885
"Family businesses should trust in next generation leaders to thrive in digital age, says PwC",Business & Management,English,Global-14095
Successful HR Practitioner,Business & Management,English,Greece-10130
Asset and wealth management,Finance,English,Italy-4773
PwC Named a Leader in Supply Chain Planning Consulting,Industry,English,Global-13838
Customer experience and payment behaviours in the PSD2 context,Finance,English,Italy-4585
Implications of COVID-19 for the healthcare sector - Sarah Butler,Industry,English,Greece-10852
People & Organisation,Business & Management,English,Spain-2523
Tax Flash: Automatic Exchange of Information on Tax Matters,Tax & Accounting,English,Greece-10818
Integrated financial statement audits,Tax & Accounting,English,Spain-2761
Real Estate Transactions Support,Industry,English,Greece-11220
The smarter phone,Technology,English,Spain-1825
Asset Management,Finance,English,Italy-4782
Business strategy,Business & Management,English,Greece-10482
Tax and legal news 12 September 2016,Tax & Accounting,English,Finland-3150
Customer experience | PwC,Industry,English,Poland-925
PwC appoints Jim Bichard as Global Insurance Leader,Finance,English,Global-14147
Digital innovation in the face of regulatory change,Technology,English,Global-13722
PwC named a global leader in Workforce Management Consulting 2019,Business & Management,English,Global-13822
People and Organisation,Business & Management,English,Finland-3017
Connect with Deals - Women Edition,Finance,English,Italy-4725
Deals in Greece 2018,Finance,English,Greece-10954
Central Bank Digital Currency,Finance,English,Italy-4940
Energy,Industry,English,Spain-13
Q&A What is blockchain?,Technology,English,Greece-10937
IFRS news - July 2017,Tax & Accounting,English,Greece-10742
Connectivity and growth: The Brexit issue,Government & Controls,English,Spain-1861
Tax rate benchmarking: Retail sector,Industry,English,Greece-11047
Fraud & Forensics,Government & Controls,English,Greece-10527
PwC’s Sustainability and Climate Change Solutions,Business & Management,English,Spain-52
"Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18,Jahresbericht 2017/18",Tax & Accounting,English,Spain-2670
Governance and Executive management structure definition,Government & Controls,English,Israel-3936
Global Digital IQ 2020,Technology,English,Spain-1075
Impact on society and our planet: PwC - Global Annual Review 2020,Business & Management,English,Spain-1241
2015 CEO Success study,Business & Management,English,Greece-11002
European Private Business Survey 2019,Business & Management,English,Greece-10975
CEO pessimism over global growth reaches record high,Business & Management,English,Russia-11494
Working Capital in Global Manufacturing,Tax & Accounting,English,Greece-11038
M&A Fiscal,Finance,English,Spain-2434
"PwC commits to net zero by 2030, globally",Business & Management,English,Global-14150
Winning through M&A in the next recession,Finance,English,Spain-2837
The residence status of UK citizens in Poland in case of no-deal Brexit,Government & Controls,English,Poland-504
Paying Taxes 2017,Tax & Accounting,English,Turkey-5618
Banking and capital markets 2020: Is your business equipped with a tax function for the future?,Finance,English,Turkey-5655
Rewarding you people,Business & Management,English,Finland-3022
Tax Flash May 2015,Tax & Accounting,English,Greece-10901
PwC named a Leader in the IDC MarketScape for Worldwide Cloud Professional Services 2020,Technology,English,Global-13888
InTech Day,Technology,English,Italy-4570
International Financial Reporting Standards (IFRS),Tax & Accounting,English,Greece-11062
COVID-19: Changes to the travel restrictions,Industry,English,Finland-3187
Mergers,Finance,English,Iceland-11294
Annual report 2016: Executive Board statement on managing risks and internal controls,Business & Management,English,Turkey-9102
